ENSMUSP00000000356	ENSP00000448051
ENSMUSP00000031726	ENSP00000305260
ENSMUSP00000060798	ENSP00000366413
ENSMUSP00000034115	ENSP00000281321
ENSMUSP00000077354	ENSP00000362296
ENSMUSP00000022380	ENSP00000401802
ENSMUSP00000030243	ENSP00000360290
ENSMUSP00000068408	ENSP00000391774
ENSMUSP00000059973	ENSP00000387699
ENSMUSP00000100008	ENSP00000342136
ENSMUSP00000121233	ENSP00000265372
ENSMUSP00000025271	ENSP00000259915
ENSMUSP00000099944	ENSP00000234310
ENSMUSP00000041173	ENSP00000325663
ENSMUSP00000035884	ENSP00000346340
ENSMUSP00000077342	ENSP00000005587
ENSMUSP00000023176	ENSP00000219069
ENSMUSP00000031268	ENSP00000273920
ENSMUSP00000133957	ENSP00000350348
ENSMUSP00000047615	ENSP00000362465
ENSMUSP00000112137	ENSP00000242057
ENSMUSP00000103531	ENSP00000262269
ENSMUSP00000022345	ENSP00000362041
ENSMUSP00000088532	ENSP00000259371
ENSMUSP00000078721	ENSP00000292823
ENSMUSP00000010286	ENSP00000261652
ENSMUSP00000030315	ENSP00000391723
ENSMUSP00000020643	ENSP00000325594
ENSMUSP00000038505	ENSP00000292614
ENSMUSP00000025862	ENSP00000265773
ENSMUSP00000014447	ENSP00000262366
ENSMUSP00000035829	ENSP00000253332
ENSMUSP00000107492	ENSP00000411825
ENSMUSP00000079341	ENSP00000360141
ENSMUSP00000079689	ENSP00000313391
ENSMUSP00000050488	ENSP00000254231
ENSMUSP00000079294	ENSP00000312435
ENSMUSP00000041806	ENSP00000361596
ENSMUSP00000003961	ENSP00000335614
ENSMUSP00000030714	ENSP00000265362
ENSMUSP00000095665	ENSP00000363571
ENSMUSP00000039724	ENSP00000235180
ENSMUSP00000027839	ENSP00000356853
ENSMUSP00000097089	ENSP00000395929
ENSMUSP00000038369	ENSP00000350718
ENSMUSP00000042875	ENSP00000288266
ENSMUSP00000045409	ENSP00000362824
ENSMUSP00000099705	ENSP00000337340
ENSMUSP00000067559	ENSP00000342121
ENSMUSP00000029871	ENSP00000027335
ENSMUSP00000051965	ENSP00000253861
ENSMUSP00000063468	ENSP00000383392
ENSMUSP00000106906	ENSP00000289473
ENSMUSP00000021818	ENSP00000364737
ENSMUSP00000022904	ENSP00000379203
ENSMUSP00000108859	ENSP00000258416
ENSMUSP00000062392	ENSP00000408695
ENSMUSP00000070019	ENSP00000305355
ENSMUSP00000107827	ENSP00000331602
ENSMUSP00000094873	ENSP00000306124
ENSMUSP00000021527	ENSP00000329127
ENSMUSP00000047771	ENSP00000396954
ENSMUSP00000103884	ENSP00000295797
ENSMUSP00000007993	ENSP00000223073
ENSMUSP00000020339	ENSP00000448182
ENSMUSP00000026580	ENSP00000337797
ENSMUSP00000049705	ENSP00000170168
ENSMUSP00000036541	ENSP00000316990
ENSMUSP00000036981	ENSP00000304676
ENSMUSP00000048595	ENSP00000261880
ENSMUSP00000053808	ENSP00000373998
ENSMUSP00000120528	ENSP00000429374
ENSMUSP00000026997	ENSP00000366434
ENSMUSP00000054424	ENSP00000358799
ENSMUSP00000022281	ENSP00000230640
ENSMUSP00000130900	ENSP00000359818
ENSMUSP00000092416	ENSP00000379946
ENSMUSP00000071843	ENSP00000366005
ENSMUSP00000116643	ENSP00000256652
ENSMUSP00000033131	ENSP00000278671
ENSMUSP00000084882	ENSP00000238018
ENSMUSP00000032429	ENSP00000282892
ENSMUSP00000032279	ENSP00000354158
ENSMUSP00000033933	ENSP00000256255
ENSMUSP00000038216	ENSP00000334130
ENSMUSP00000091452	ENSP00000434614
ENSMUSP00000095677	ENSP00000277225
ENSMUSP00000081953	ENSP00000393559
ENSMUSP00000072617	ENSP00000431512
ENSMUSP00000018653	ENSP00000299736
ENSMUSP00000034057	ENSP00000425556
ENSMUSP00000078589	ENSP00000361626
ENSMUSP00000078659	ENSP00000295206
ENSMUSP00000063734	ENSP00000338934
ENSMUSP00000069554	ENSP00000282441
ENSMUSP00000022816	ENSP00000265073
ENSMUSP00000107214	ENSP00000398495
ENSMUSP00000096932	ENSP00000316176
ENSMUSP00000003906	ENSP00000320309
ENSMUSP00000026833	ENSP00000293883
ENSMUSP00000044361	ENSP00000283131
ENSMUSP00000106062	ENSP00000349143
ENSMUSP00000007708	ENSP00000324804
ENSMUSP00000113344	ENSP00000355028
ENSMUSP00000122863	ENSP00000352455
ENSMUSP00000026704	ENSP00000286788
ENSMUSP00000039517	ENSP00000310649
ENSMUSP00000021728	ENSP00000329213
ENSMUSP00000022842	ENSP00000280326
ENSMUSP00000085683	ENSP00000250894
ENSMUSP00000036288	ENSP00000299300
ENSMUSP00000001452	ENSP00000295688
ENSMUSP00000010319	ENSP00000261454
ENSMUSP00000023210	ENSP00000317159
ENSMUSP00000028892	ENSP00000370223
ENSMUSP00000019749	ENSP00000315949
ENSMUSP00000031646	ENSP00000241463
ENSMUSP00000021933	ENSP00000259470
ENSMUSP00000023756	ENSP00000309871
ENSMUSP00000034591	ENSP00000318585
ENSMUSP00000048900	ENSP00000321184
ENSMUSP00000043676	ENSP00000343745
ENSMUSP00000029676	ENSP00000349436
ENSMUSP00000011400	ENSP00000257527
ENSMUSP00000111175	ENSP00000367705
ENSMUSP00000129420	ENSP00000383178
ENSMUSP00000108751	ENSP00000265960
ENSMUSP00000081575	ENSP00000238256
ENSMUSP00000035535	ENSP00000279392
ENSMUSP00000087658	ENSP00000344259
ENSMUSP00000022296	ENSP00000303709
ENSMUSP00000027700	ENSP00000264515
ENSMUSP00000114180	ENSP00000344818
ENSMUSP00000089805	ENSP00000334928
ENSMUSP00000055374	ENSP00000369777
ENSMUSP00000052944	ENSP00000252797
ENSMUSP00000029433	ENSP00000352833
ENSMUSP00000073616	ENSP00000254667
ENSMUSP00000045841	ENSP00000355890
ENSMUSP00000104335	ENSP00000401678
ENSMUSP00000023507	ENSP00000324806
ENSMUSP00000099820	ENSP00000263904
ENSMUSP00000032732	ENSP00000453144
ENSMUSP00000079932	ENSP00000299402
ENSMUSP00000042204	ENSP00000297347
ENSMUSP00000023599	ENSP00000326381
ENSMUSP00000085985	ENSP00000354878
ENSMUSP00000095656	ENSP00000322439
ENSMUSP00000041034	ENSP00000326240
ENSMUSP00000112715	ENSP00000385000
ENSMUSP00000005164	ENSP00000359719
ENSMUSP00000044836	ENSP00000257177
ENSMUSP00000026217	ENSP00000359424
ENSMUSP00000021665	ENSP00000261980
ENSMUSP00000072868	ENSP00000395007
ENSMUSP00000124201	ENSP00000409555
ENSMUSP00000040808	ENSP00000409378
ENSMUSP00000002572	ENSP00000408005
ENSMUSP00000087896	ENSP00000254803
ENSMUSP00000005620	ENSP00000254322
ENSMUSP00000022701	ENSP00000267163
ENSMUSP00000033418	ENSP00000360730
ENSMUSP00000049528	ENSP00000317872
ENSMUSP00000099658	ENSP00000362592
ENSMUSP00000113720	ENSP00000330219
ENSMUSP00000034148	ENSP00000296545
ENSMUSP00000089009	ENSP00000367064
ENSMUSP00000100595	ENSP00000384700
ENSMUSP00000058021	ENSP00000450607
ENSMUSP00000006311	ENSP00000352926
ENSMUSP00000070527	ENSP00000384442
ENSMUSP00000033060	ENSP00000310701
ENSMUSP00000104849	ENSP00000274311
ENSMUSP00000005292	ENSP00000301522
ENSMUSP00000096119	ENSP00000308928
ENSMUSP00000018572	ENSP00000337736
ENSMUSP00000050962	ENSP00000351327
ENSMUSP00000093091	ENSP00000228850
ENSMUSP00000084846	ENSP00000336927
ENSMUSP00000017534	ENSP00000226253
ENSMUSP00000100045	ENSP00000285930
ENSMUSP00000059419	ENSP00000224807
ENSMUSP00000078971	ENSP00000300456
ENSMUSP00000004565	ENSP00000272519
ENSMUSP00000066789	ENSP00000263253
ENSMUSP00000097303	ENSP00000432768
ENSMUSP00000093059	ENSP00000406084
ENSMUSP00000082827	ENSP00000354621
ENSMUSP00000014812	ENSP00000392395
ENSMUSP00000028794	ENSP00000341141
ENSMUSP00000050581	ENSP00000244050
ENSMUSP00000074066	ENSP00000358708
ENSMUSP00000109907	ENSP00000338345
ENSMUSP00000028727	ENSP00000254976
ENSMUSP00000033030	ENSP00000334008
ENSMUSP00000032898	ENSP00000261574
ENSMUSP00000048171	ENSP00000360120
ENSMUSP00000000299	ENSP00000303242
ENSMUSP00000032823	ENSP00000351049
ENSMUSP00000099461	ENSP00000246069
ENSMUSP00000016680	ENSP00000364589
ENSMUSP00000029061	ENSP00000217086
ENSMUSP00000064393	ENSP00000362217
ENSMUSP00000069416	ENSP00000296181
ENSMUSP00000029142	ENSP00000363559
ENSMUSP00000057406	ENSP00000261921
ENSMUSP00000025409	ENSP00000231004
ENSMUSP00000035105	ENSP00000346067
ENSMUSP00000016678	ENSP00000408411
ENSMUSP00000025264	ENSP00000325377
ENSMUSP00000089198	ENSP00000309415
ENSMUSP00000027753	ENSP00000264144
ENSMUSP00000028214	ENSP00000361640
ENSMUSP00000096555	ENSP00000357255
ENSMUSP00000102980	ENSP00000341208
ENSMUSP00000004143	ENSP00000293328
ENSMUSP00000089708	ENSP00000300134
ENSMUSP00000104861	ENSP00000360922
ENSMUSP00000028222	ENSP00000324173
ENSMUSP00000033730	ENSP00000369643
ENSMUSP00000093325	ENSP00000381567
ENSMUSP00000054856	ENSP00000332887
ENSMUSP00000003527	ENSP00000404029
ENSMUSP00000110978	ENSP00000344173
ENSMUSP00000002121	ENSP00000319104
ENSMUSP00000033123	ENSP00000374467
ENSMUSP00000126383	ENSP00000342626
ENSMUSP00000028683	ENSP00000300289
ENSMUSP00000091487	ENSP00000225504
ENSMUSP00000085226	ENSP00000362674
ENSMUSP00000028229	ENSP00000302501
ENSMUSP00000074771	ENSP00000312649
ENSMUSP00000116108	ENSP00000317334
ENSMUSP00000073690	ENSP00000285407
ENSMUSP00000035155	ENSP00000285208
ENSMUSP00000099878	ENSP00000369757
ENSMUSP00000034472	ENSP00000395742
ENSMUSP00000033683	ENSP00000250784
ENSMUSP00000017821	ENSP00000262394
ENSMUSP00000025885	ENSP00000312318
ENSMUSP00000049204	ENSP00000345064
ENSMUSP00000039657	ENSP00000295598
ENSMUSP00000099387	ENSP00000343479
ENSMUSP00000031779	ENSP00000420381
ENSMUSP00000046539	ENSP00000282356
ENSMUSP00000020174	ENSP00000356918
ENSMUSP00000002502	ENSP00000308944
ENSMUSP00000113388	ENSP00000278616
ENSMUSP00000098903	ENSP00000302216
ENSMUSP00000086094	ENSP00000254480
ENSMUSP00000051379	ENSP00000242994
ENSMUSP00000029587	ENSP00000317333
ENSMUSP00000030860	ENSP00000235310
ENSMUSP00000019443	ENSP00000315112
ENSMUSP00000044395	ENSP00000244534
ENSMUSP00000004076	ENSP00000355316
ENSMUSP00000023959	ENSP00000378492
ENSMUSP00000037206	ENSP00000371138
ENSMUSP00000018710	ENSP00000320935
ENSMUSP00000032508	ENSP00000001008
ENSMUSP00000015841	ENSP00000271640
ENSMUSP00000078540	ENSP00000300119
ENSMUSP00000029712	ENSP00000431418
ENSMUSP00000028914	ENSP00000366828
ENSMUSP00000133212	ENSP00000301042
ENSMUSP00000034763	ENSP00000297157
ENSMUSP00000105965	ENSP00000429084
ENSMUSP00000007280	ENSP00000301653
ENSMUSP00000012540	ENSP00000229307
ENSMUSP00000072020	ENSP00000327315
ENSMUSP00000036093	ENSP00000354742
ENSMUSP00000007272	ENSP00000167586
ENSMUSP00000095041	ENSP00000297239
ENSMUSP00000003066	ENSP00000252486
ENSMUSP00000043466	ENSP00000449241
ENSMUSP00000004994	ENSP00000375921
ENSMUSP00000134661	ENSP00000396259
ENSMUSP00000014174	ENSP00000350844
ENSMUSP00000030508	ENSP00000364524
ENSMUSP00000077785	ENSP00000251864
ENSMUSP00000021148	ENSP00000380178
ENSMUSP00000091238	ENSP00000311032
ENSMUSP00000031640	ENSP00000370938
ENSMUSP00000081474	ENSP00000322419
ENSMUSP00000103502	ENSP00000340982
ENSMUSP00000033717	ENSP00000326579
ENSMUSP00000091551	ENSP00000303909
ENSMUSP00000080397	ENSP00000271883
ENSMUSP00000043554	ENSP00000344277
ENSMUSP00000025563	ENSP00000273550
ENSMUSP00000000767	ENSP00000254719
ENSMUSP00000001836	ENSP00000387365
ENSMUSP00000001183	ENSP00000291670
ENSMUSP00000022287	ENSP00000256759
ENSMUSP00000076864	ENSP00000314129
ENSMUSP00000053943	ENSP00000319281
ENSMUSP00000090316	ENSP00000357047
ENSMUSP00000078175	ENSP00000346127
ENSMUSP00000028926	ENSP00000366225
ENSMUSP00000016673	ENSP00000412237
ENSMUSP00000034460	ENSP00000355629
ENSMUSP00000127641	ENSP00000381992
ENSMUSP00000030903	ENSP00000368030
ENSMUSP00000065877	ENSP00000344468
ENSMUSP00000038489	ENSP00000425107
ENSMUSP00000026480	ENSP00000360329
ENSMUSP00000039098	ENSP00000221232
ENSMUSP00000027797	ENSP00000281701
ENSMUSP00000095866	ENSP00000409581
ENSMUSP00000045284	ENSP00000306397
ENSMUSP00000036890	ENSP00000070846
ENSMUSP00000005607	ENSP00000263382
ENSMUSP00000023478	ENSP00000377370
ENSMUSP00000020149	ENSP00000299157
ENSMUSP00000021413	ENSP00000216797
ENSMUSP00000072859	ENSP00000358983
ENSMUSP00000032815	ENSP00000312988
ENSMUSP00000029812	ENSP00000226574
ENSMUSP00000029989	ENSP00000373772
ENSMUSP00000044009	ENSP00000330148
ENSMUSP00000101517	ENSP00000320485
ENSMUSP00000022595	ENSP00000368664
ENSMUSP00000066038	ENSP00000248342
ENSMUSP00000052563	ENSP00000374552
ENSMUSP00000127076	ENSP00000442339
ENSMUSP00000102546	ENSP00000378735
ENSMUSP00000029948	ENSP00000264568
ENSMUSP00000025218	ENSP00000353741
ENSMUSP00000002790	ENSP00000262982
ENSMUSP00000023689	ENSP00000270139
ENSMUSP00000083559	ENSP00000201647
ENSMUSP00000125722	ENSP00000378306
ENSMUSP00000022089	ENSP00000255764
ENSMUSP00000054428	ENSP00000261537
ENSMUSP00000063800	ENSP00000229135
ENSMUSP00000020484	ENSP00000434516
ENSMUSP00000098108	ENSP00000300181
ENSMUSP00000031029	ENSP00000233575
ENSMUSP00000099922	ENSP00000302397
ENSMUSP00000020908	ENSP00000370936
ENSMUSP00000033930	ENSP00000240100
ENSMUSP00000027366	ENSP00000248444
ENSMUSP00000019986	ENSP00000351697
ENSMUSP00000070149	ENSP00000262570
ENSMUSP00000003274	ENSP00000221847
ENSMUSP00000003971	ENSP00000221459
ENSMUSP00000028583	ENSP00000278193
ENSMUSP00000025914	ENSP00000311127
ENSMUSP00000036907	ENSP00000296417
ENSMUSP00000110777	ENSP00000371341
ENSMUSP00000028087	ENSP00000392147
ENSMUSP00000004392	ENSP00000349770
ENSMUSP00000098035	ENSP00000347733
ENSMUSP00000022623	ENSP00000301924
ENSMUSP00000026265	ENSP00000268057
ENSMUSP00000047797	ENSP00000298875
ENSMUSP00000104441	ENSP00000209875
ENSMUSP00000026665	ENSP00000269397
ENSMUSP00000091475	ENSP00000225603
ENSMUSP00000025601	ENSP00000431284
ENSMUSP00000003669	ENSP00000376162
ENSMUSP00000034365	ENSP00000373485
ENSMUSP00000001080	ENSP00000274605
ENSMUSP00000030894	ENSP00000367498
ENSMUSP00000101898	ENSP00000349722
ENSMUSP00000033036	ENSP00000314910
ENSMUSP00000081569	ENSP00000259406
ENSMUSP00000085523	ENSP00000266544
ENSMUSP00000049387	ENSP00000376946
ENSMUSP00000022720	ENSP00000347834
ENSMUSP00000038638	ENSP00000258200
ENSMUSP00000103571	ENSP00000293441
ENSMUSP00000031391	ENSP00000445868
ENSMUSP00000025215	ENSP00000265195
ENSMUSP00000108815	ENSP00000375872
ENSMUSP00000021076	ENSP00000376390
ENSMUSP00000043411	ENSP00000326924
ENSMUSP00000022691	ENSP00000370826
ENSMUSP00000108124	ENSP00000438465
ENSMUSP00000096397	ENSP00000263277
ENSMUSP00000068123	ENSP00000283635
ENSMUSP00000002320	ENSP00000310928
ENSMUSP00000000450	ENSP00000287820
ENSMUSP00000070131	ENSP00000331172
ENSMUSP00000050783	ENSP00000360515
ENSMUSP00000059719	ENSP00000262735
ENSMUSP00000030102	ENSP00000370710
ENSMUSP00000051118	ENSP00000367714
ENSMUSP00000056147	ENSP00000368698
ENSMUSP00000123238	ENSP00000258062
ENSMUSP00000098056	ENSP00000199389
ENSMUSP00000125174	ENSP00000394487
ENSMUSP00000005041	ENSP00000307863
ENSMUSP00000058037	ENSP00000326630
ENSMUSP00000051335	ENSP00000384179
ENSMUSP00000004774	ENSP00000311165
ENSMUSP00000064392	ENSP00000283228
ENSMUSP00000027404	ENSP00000295718
ENSMUSP00000064046	ENSP00000374069
ENSMUSP00000015791	ENSP00000252999
ENSMUSP00000026241	ENSP00000321797
ENSMUSP00000099815	ENSP00000374409
ENSMUSP00000028024	ENSP00000281834
ENSMUSP00000109234	ENSP00000264316
ENSMUSP00000021077	ENSP00000262613
ENSMUSP00000030952	ENSP00000368538
ENSMUSP00000040089	ENSP00000242261
ENSMUSP00000076830	ENSP00000354560
ENSMUSP00000057989	ENSP00000414303
ENSMUSP00000025083	ENSP00000307078
ENSMUSP00000048383	ENSP00000363524
ENSMUSP00000044168	ENSP00000244458
ENSMUSP00000040694	ENSP00000345206
ENSMUSP00000040220	ENSP00000360821
ENSMUSP00000092951	ENSP00000328088
ENSMUSP00000063933	ENSP00000256509
ENSMUSP00000038964	ENSP00000365946
ENSMUSP00000001792	ENSP00000302935
ENSMUSP00000034091	ENSP00000262133
ENSMUSP00000049132	ENSP00000407401
ENSMUSP00000028882	ENSP00000263339
ENSMUSP00000034869	ENSP00000290759
ENSMUSP00000047564	ENSP00000164139
ENSMUSP00000019721	ENSP00000005178
ENSMUSP00000059749	ENSP00000232219
ENSMUSP00000073371	ENSP00000378400
ENSMUSP00000021670	ENSP00000324463
ENSMUSP00000031859	ENSP00000340507
ENSMUSP00000005705	ENSP00000253024
ENSMUSP00000003207	ENSP00000244289
ENSMUSP00000002588	ENSP00000286827
ENSMUSP00000037129	ENSP00000361554
ENSMUSP00000030501	ENSP00000407323
ENSMUSP00000093425	ENSP00000401371
ENSMUSP00000017572	ENSP00000261712
ENSMUSP00000101833	ENSP00000358089
ENSMUSP00000020904	ENSP00000317985
ENSMUSP00000111221	ENSP00000320130
ENSMUSP00000069549	ENSP00000382697
ENSMUSP00000071905	ENSP00000246112
ENSMUSP00000075269	ENSP00000418734
ENSMUSP00000013559	ENSP00000290341
ENSMUSP00000047270	ENSP00000304290
ENSMUSP00000091463	ENSP00000323901
ENSMUSP00000099409	ENSP00000377470
ENSMUSP00000022340	ENSP00000216286
ENSMUSP00000025993	ENSP00000266058
ENSMUSP00000035121	ENSP00000249883
ENSMUSP00000038765	ENSP00000312678
ENSMUSP00000029922	ENSP00000326022
ENSMUSP00000097740	ENSP00000305973
ENSMUSP00000027173	ENSP00000261015
ENSMUSP00000047872	ENSP00000341382
ENSMUSP00000121007	ENSP00000367029
ENSMUSP00000063166	ENSP00000346148
ENSMUSP00000002603	ENSP00000349486
ENSMUSP00000021306	ENSP00000392094
ENSMUSP00000000707	ENSP00000264094
ENSMUSP00000074392	ENSP00000318687
ENSMUSP00000000291	ENSP00000174618
ENSMUSP00000023128	ENSP00000293379
ENSMUSP00000009003	ENSP00000005257
ENSMUSP00000026999	ENSP00000262158
ENSMUSP00000027837	ENSP00000357040
ENSMUSP00000094076	ENSP00000345393
ENSMUSP00000104732	ENSP00000327048
ENSMUSP00000037657	ENSP00000418194
ENSMUSP00000072616	ENSP00000328720
ENSMUSP00000101849	ENSP00000441691
ENSMUSP00000042123	ENSP00000325240
ENSMUSP00000032997	ENSP00000378845
ENSMUSP00000035943	ENSP00000300060
ENSMUSP00000033763	ENSP00000417763
ENSMUSP00000019229	ENSP00000290663
ENSMUSP00000041915	ENSP00000253339
ENSMUSP00000033264	ENSP00000254436
ENSMUSP00000031347	ENSP00000280571
ENSMUSP00000088365	ENSP00000260956
ENSMUSP00000094164	ENSP00000314709
ENSMUSP00000001583	ENSP00000237853
ENSMUSP00000038833	ENSP00000220751
ENSMUSP00000067400	ENSP00000349205
ENSMUSP00000090981	ENSP00000326933
ENSMUSP00000029194	ENSP00000259119
ENSMUSP00000030917	ENSP00000367797
ENSMUSP00000052262	ENSP00000262640
ENSMUSP00000067752	ENSP00000380785
ENSMUSP00000080854	ENSP00000359345
ENSMUSP00000033173	ENSP00000299853
ENSMUSP00000033283	ENSP00000300738
ENSMUSP00000020980	ENSP00000353770
ENSMUSP00000094808	ENSP00000327072
ENSMUSP00000099862	ENSP00000369375
ENSMUSP00000000804	ENSP00000382840
ENSMUSP00000023024	ENSP00000266304
ENSMUSP00000071836	ENSP00000370912
ENSMUSP00000045667	ENSP00000287647
ENSMUSP00000027941	ENSP00000344352
ENSMUSP00000046026	ENSP00000258106
ENSMUSP00000067028	ENSP00000301190
ENSMUSP00000056195	ENSP00000266971
ENSMUSP00000099398	ENSP00000264638
ENSMUSP00000020769	ENSP00000417653
ENSMUSP00000132095	ENSP00000286122
ENSMUSP00000068895	ENSP00000295006
ENSMUSP00000020637	ENSP00000247461
ENSMUSP00000068260	ENSP00000361878
ENSMUSP00000025891	ENSP00000279247
ENSMUSP00000041008	ENSP00000382034
ENSMUSP00000046105	ENSP00000339398
ENSMUSP00000047113	ENSP00000247087
ENSMUSP00000021284	ENSP00000173229
ENSMUSP00000113042	ENSP00000289013
ENSMUSP00000019456	ENSP00000403459
ENSMUSP00000021090	ENSP00000339007
ENSMUSP00000030691	ENSP00000334319
ENSMUSP00000027846	ENSP00000356848
ENSMUSP00000026425	ENSP00000302886
ENSMUSP00000034392	ENSP00000254940
ENSMUSP00000028062	ENSP00000224237
ENSMUSP00000019577	ENSP00000340698
ENSMUSP00000015723	ENSP00000327758
ENSMUSP00000027866	ENSP00000327541
ENSMUSP00000037819	ENSP00000324527
ENSMUSP00000033154	ENSP00000300093
ENSMUSP00000045478	ENSP00000359240
ENSMUSP00000101834	ENSP00000393583
ENSMUSP00000106353	ENSP00000371897
ENSMUSP00000028355	ENSP00000395498
ENSMUSP00000035218	ENSP00000294129
ENSMUSP00000045281	ENSP00000362588
ENSMUSP00000082822	ENSP00000252725
ENSMUSP00000028335	ENSP00000360608
ENSMUSP00000135941	ENSP00000301067
ENSMUSP00000033570	ENSP00000348784
ENSMUSP00000028342	ENSP00000313752
ENSMUSP00000027992	ENSP00000331044
ENSMUSP00000076769	ENSP00000360163
ENSMUSP00000094515	ENSP00000301785
ENSMUSP00000096541	ENSP00000465075
ENSMUSP00000066092	ENSP00000221418
ENSMUSP00000093622	ENSP00000337396
ENSMUSP00000017622	ENSP00000301011
ENSMUSP00000047678	ENSP00000338020
ENSMUSP00000052303	ENSP00000307208
ENSMUSP00000097547	ENSP00000346671
ENSMUSP00000058629	ENSP00000287934
ENSMUSP00000032809	ENSP00000343435
ENSMUSP00000067783	ENSP00000354607
ENSMUSP00000049852	ENSP00000434034
ENSMUSP00000035484	ENSP00000320509
ENSMUSP00000130201	ENSP00000419974
ENSMUSP00000029625	ENSP00000274063
ENSMUSP00000105051	ENSP00000341032
ENSMUSP00000077857	ENSP00000393393
ENSMUSP00000046956	ENSP00000295951
ENSMUSP00000021993	ENSP00000287022
ENSMUSP00000034204	ENSP00000300291
ENSMUSP00000027859	ENSP00000356795
ENSMUSP00000035417	ENSP00000339933
ENSMUSP00000035644	ENSP00000318690
ENSMUSP00000032992	ENSP00000332604
ENSMUSP00000047326	ENSP00000289228
ENSMUSP00000001825	ENSP00000319255
ENSMUSP00000034270	ENSP00000268607
ENSMUSP00000020856	ENSP00000258761
ENSMUSP00000046906	ENSP00000405514
ENSMUSP00000006397	ENSP00000222139
ENSMUSP00000043108	ENSP00000259008
ENSMUSP00000099733	ENSP00000380252
ENSMUSP00000031334	ENSP00000416250
ENSMUSP00000074684	ENSP00000312436
ENSMUSP00000099863	ENSP00000369460
ENSMUSP00000075094	ENSP00000324792
ENSMUSP00000104931	ENSP00000300659
ENSMUSP00000032078	ENSP00000258091
ENSMUSP00000021195	ENSP00000261707
ENSMUSP00000062996	ENSP00000369538
ENSMUSP00000094239	ENSP00000323720
ENSMUSP00000027446	ENSP00000272995
ENSMUSP00000019638	ENSP00000304102
ENSMUSP00000048416	ENSP00000264389
ENSMUSP00000104149	ENSP00000313258
ENSMUSP00000080866	ENSP00000269202
ENSMUSP00000099520	ENSP00000365663
ENSMUSP00000133523	ENSP00000377958
ENSMUSP00000105028	ENSP00000336712
ENSMUSP00000021046	ENSP00000374574
ENSMUSP00000018287	ENSP00000344903
ENSMUSP00000040429	ENSP00000357448
ENSMUSP00000108742	ENSP00000373340
ENSMUSP00000017435	ENSP00000261716
ENSMUSP00000028003	ENSP00000294816
ENSMUSP00000037210	ENSP00000378338
ENSMUSP00000082862	ENSP00000262891
ENSMUSP00000069505	ENSP00000246672
ENSMUSP00000032111	ENSP00000233615
ENSMUSP00000033505	ENSP00000365891
ENSMUSP00000038091	ENSP00000375810
ENSMUSP00000118491	ENSP00000365312
ENSMUSP00000025413	ENSP00000261368
ENSMUSP00000023343	ENSP00000283290
ENSMUSP00000021761	ENSP00000366404
ENSMUSP00000067181	ENSP00000324196
ENSMUSP00000030010	ENSP00000363868
ENSMUSP00000034879	ENSP00000336856
ENSMUSP00000033695	ENSP00000253577
ENSMUSP00000024829	ENSP00000354995
ENSMUSP00000005548	ENSP00000216117
ENSMUSP00000041902	ENSP00000264033
ENSMUSP00000003351	ENSP00000293190
ENSMUSP00000059382	ENSP00000415151
ENSMUSP00000091706	ENSP00000350894
ENSMUSP00000030340	ENSP00000360569
ENSMUSP00000085872	ENSP00000346151
ENSMUSP00000046891	ENSP00000301972
ENSMUSP00000048319	ENSP00000257789
ENSMUSP00000067680	ENSP00000302456
ENSMUSP00000028300	ENSP00000277554
ENSMUSP00000025755	ENSP00000371711
ENSMUSP00000035033	ENSP00000329419
ENSMUSP00000015256	ENSP00000400101
ENSMUSP00000035092	ENSP00000401399
ENSMUSP00000001280	ENSP00000441032
ENSMUSP00000023072	ENSP00000384515
ENSMUSP00000023693	ENSP00000343957
ENSMUSP00000056655	ENSP00000384015
ENSMUSP00000000137	ENSP00000367220
ENSMUSP00000059501	ENSP00000263864
ENSMUSP00000062277	ENSP00000363095
ENSMUSP00000094326	ENSP00000343463
ENSMUSP00000078388	ENSP00000309334
ENSMUSP00000029938	ENSP00000359531
ENSMUSP00000002044	ENSP00000354927
ENSMUSP00000093485	ENSP00000351908
ENSMUSP00000127034	ENSP00000293831
ENSMUSP00000047898	ENSP00000306117
ENSMUSP00000033880	ENSP00000340691
ENSMUSP00000029803	ENSP00000425561
ENSMUSP00000023749	ENSP00000389277
ENSMUSP00000003183	ENSP00000012443
ENSMUSP00000020099	ENSP00000378699
ENSMUSP00000009699	ENSP00000362361
ENSMUSP00000055427	ENSP00000321656
ENSMUSP00000038014	ENSP00000338272
ENSMUSP00000028804	ENSP00000245960
ENSMUSP00000034351	ENSP00000299759
ENSMUSP00000050076	ENSP00000253003
ENSMUSP00000018337	ENSP00000356405
ENSMUSP00000042959	ENSP00000393776
ENSMUSP00000037348	ENSP00000285093
ENSMUSP00000038674	ENSP00000257287
ENSMUSP00000019615	ENSP00000222005
ENSMUSP00000027579	ENSP00000263238
ENSMUSP00000099435	ENSP00000377865
ENSMUSP00000031377	ENSP00000264896
ENSMUSP00000110389	ENSP00000387261
ENSMUSP00000055823	ENSP00000452746
ENSMUSP00000126192	ENSP00000349428
ENSMUSP00000071976	ENSP00000308720
ENSMUSP00000021921	ENSP00000332353
ENSMUSP00000071135	ENSP00000264071
ENSMUSP00000071134	ENSP00000320295
ENSMUSP00000060246	ENSP00000369703
ENSMUSP00000031053	ENSP00000260598
ENSMUSP00000006718	ENSP00000258411
